Topic_Year,Citation_feature,Topic_num,Five_Year_Percent,Three_Year_Percent,Sum_SJR,Avg_SJR,Year,Topic,Growth_Rate,Citation_Growth_Rate,Year_Growth_Rate,Target,Avg_SJR_1,Avg_SJR_2,Avg_SJR_3,Sum_SJR_1,Sum_SJR_2,Sum_SJR_3,Google Trend,Review_AMT
1_2006,0.0006133464180569186,74.0,0.21580547112462006,0.33490566037735847,53.28500000000001,0.7504929577464791,2006,1,0.10447761194029859,0.3011856936185706,0.3613963039014374,0,0.7551081081081082,0.7179552238805968,0.7459062500000001,55.87800000000001,48.10299999999999,47.73800000000001,2.338345864661654,2.0
1_2007,0.0009502408045615542,71.0,0.2793733681462141,0.4246031746031746,108.04699999999995,1.0097850467289715,2007,1,-0.04054054054054057,0.5492726077571579,-0.13650075414781293,1,0.7504929577464791,0.7551081081081082,0.7179552238805968,53.28500000000001,55.87800000000001,48.10299999999999,3.385321100917431,11.0
1_2008,0.00042361941007964876,107.0,0.24764150943396226,0.3710247349823322,105.63200000000002,1.0060190476190478,2008,1,0.5070422535211268,-0.5541978327534474,0.46113537117903936,1,1.0097850467289715,0.7504929577464791,0.7551081081081082,108.04699999999995,53.28500000000001,55.87800000000001,3.703883495145631,6.0
1_2009,0.0003396250288982822,105.0,0.2546972860125261,0.3652694610778443,124.16799999999994,1.0177704918032782,2009,1,-0.01869158878504673,-0.19827793340624777,0.10579796772265393,0,1.0060190476190478,1.0097850467289715,0.7504929577464791,105.63200000000002,108.04699999999995,53.28500000000001,4.372781065088757,6.0
1_2010,0.00034414430784779327,122.0,0.2387218045112782,0.3587570621468927,123.91200000000003,0.975685039370079,2010,1,0.161904761904762,0.013306672256079954,0.09297297297297291,1,1.0177704918032782,1.0060190476190478,1.0097850467289715,124.16799999999994,105.63200000000002,108.04699999999995,4.011560693641618,8.0
1_2011,0.00041479266602393,127.0,0.2239057239057239,0.3481675392670157,163.503,1.229345864661654,2011,1,0.040983606557376984,0.20528701642039882,0.185459940652819,0,0.975685039370079,1.0177704918032782,1.0060190476190478,123.91200000000003,124.16799999999994,105.63200000000002,3.929936305732484,10.0
1_2012,0.00037127199016267874,133.0,0.2378716744913928,0.36893203883495146,203.10100000000006,1.3361907894736846,2012,1,0.04724409448818889,-0.10492151724481191,0.052148518982060965,0,1.229345864661654,0.975685039370079,1.0177704918032782,163.503,123.91200000000003,124.16799999999994,3.953020134228188,10.0
1_2013,0.00031649430512366154,152.0,0.2644628099173554,0.4025157232704403,185.07499999999987,0.963932291666666,2013,1,0.1428571428571428,-0.14754058073439769,0.12093576526566219,1,1.3361907894736846,1.229345864661654,0.975685039370079,203.10100000000006,163.503,123.91200000000003,4.4148148148148145,11.0
1_2014,0.00026023719274063863,192.0,0.23737373737373738,0.3533834586466165,186.70899999999992,0.9931329787234038,2014,1,0.26315789473684204,-0.17775078878920736,0.11602405376724434,1,0.963932291666666,1.3361907894736846,1.229345864661654,185.07499999999987,203.10100000000006,163.503,4.557251908396947,18.0
1_2015,0.00020718832832026753,188.0,0.22674418604651161,0.3391304347826087,212.91199999999998,1.0918564102564101,2015,1,-0.02083333333333337,-0.2038481274013797,0.12107765451664032,0,0.9931329787234038,0.963932291666666,1.3361907894736846,186.70899999999992,185.07499999999987,203.10100000000006,5.024793388429752,16.0
